time_s,RequestScannerOn [unary],RecordScannerOn [unary],Periodicity [arbitrary unit],Phase [degree],Left-Right [millimeter],Ant.-Post. [millimeter],Head-Feet [millimeter],MarkerBlockFound [unary]
94.88,0.0,0.0,0.14162329594752002,1.7155715960423998,0.6023377912824,167.014664703115,397.81048377952,-1.0
94.92,0.0,0.0,0.14184814706020002,1.780545204696,0.6074679579967999,167.342376868213,397.82348333088,-1.0
94.96,0.0,0.0,0.15384751863444002,1.8422605497887998,0.608482716248,167.57556925715,397.6707386024,-1.0
95.0,0.0,0.0,0.15929878707356002,1.9051258702559999,0.6060585715368001,167.77507466704,397.5894914064,-1.0
95.04,0.0,0.0,0.16030239082040001,1.9686620096915999,0.6021122894488,167.937949575442,397.53424331312,-1.0
95.08,0.0,0.0,0.16078499808664,2.0322939804084,0.6027887949495998,168.15446200387998,397.7032374808,-1.0
95.12,0.0,0.0,0.16230959831408,2.0969800952184,0.6031834231583999,168.22445242636599,397.56024241584,-1.0
95.16,0.0,0.0,0.16226846701298,2.1596537531232,0.597207624568,168.32158866691898,397.55374264016,-1.0
95.2,0.0,0.0,0.16170359714454,2.2229023987152,0.6063968242872,168.37359089671,397.50174443471997,-1.0
95.24,0.0,0.0,0.16244396056434002,2.2851927314952,0.618066544176,168.41872490747198,397.47249544415996,-1.0
95.28,0.0,0.0,0.16370806255148002,2.3479622206812,0.6107941100423999,168.395503785993,397.26775251024,-1.0
95.32,0.0,0.0,0.16314319268304,2.4123608416476,0.5928103388128001,168.39256026355199,397.16050621152,-1.0
95.36,0.0,0.0,0.1628388210549,2.4745553431464,0.5941633498144001,168.52959758608299,397.53099342528,-1.0
95.4,0.0,0.0,0.16383968271500002,2.5258250785884,0.6034089249919998,168.61234327248,397.7682352376,-1.0
95.44,0.0,0.0,0.1653615408557,2.5865821108692,0.6128236265448002,168.739568853541,398.14522222704,-1.0
95.48,0.0,0.0,0.16427567450666,2.6491599374928,0.6123726228775999,168.725832415483,398.08347435807997,-1.0
